,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Source,Text,Tweets Ago
393,0.0,Fri Jan 19 17:35:49 +0000 2018,0.0,1.0,0.0,@FoxNews,".@POTUS: ""During my first week in office, I reinstated a policy first put in place by President Ronald Reagan: the… https://t.co/Gq1BbyWRh5",93
394,0.0,Fri Jan 19 17:35:04 +0000 2018,0.0,1.0,0.0,@FoxNews,".@POTUS: ""Americans are more and more pro-life."" #MarchforLife https://t.co/6YK12fMkxk",94
395,0.0,Fri Jan 19 17:34:28 +0000 2018,0.0,1.0,0.0,@FoxNews,".@POTUS: ""Roe v. Wade has resulted in some of the most permissive abortion laws anywhere in the world.""… https://t.co/29hEL3lskC",95
396,0.1027,Fri Jan 19 17:33:39 +0000 2018,0.0,0.928,0.072,@FoxNews,".@POTUS: ""Because of you, tens of thousands of Americans have been born and reached their full God-given potential.… https://t.co/lsVzUiWvzR",96
397,0.9274,Fri Jan 19 17:32:59 +0000 2018,0.0,0.559,0.441,@FoxNews,".@POTUS: ""The @March_for_Life is a movement born out of love. You love your families. You love your neighbors. You… https://t.co/9t2KXVNOYA",97
398,0.8016,Fri Jan 19 17:31:39 +0000 2018,0.0,0.735,0.265,@FoxNews,".@POTUS: ""I'm honored and really proud to be the first President to stand with you here at the @WhiteHouse to addre… https://t.co/ZTIJITJ6Os",98
399,0.0,Fri Jan 19 17:30:57 +0000 2018,0.0,1.0,0.0,@FoxNews,".@POTUS: ""We have tens of thousands of people watching us right down the road."" #MarchforLife https://t.co/Xepj3pLLGb",99
400,0.1027,Fri Jan 19 23:53:09 +0000 2018,0.0,0.924,0.076,@nytimes,"Breaking News: Despite declaring Russia barred from the Winter Games, Olympic officials have cleared a path for hun… https://t.co/4iTluNGNCs",0
401,0.0,Fri Jan 19 23:48:07 +0000 2018,0.0,1.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/EW8bf6DnP7,1
402,-0.0772,Fri Jan 19 23:33:02 +0000 2018,0.12,0.773,0.107,@nytimes,Pope Francis broke with protocol and left his popemobile to comfort a policewoman who was thrown from her horse dur… https://t.co/RyXjbekThS,2
403,-0.4215,Fri Jan 19 23:18:04 +0000 2018,0.177,0.823,0.0,@nytimes,"Trump and Schumer end private talks with ""progress,’ but no deal. Latest updates: https://t.co/iKLZvvDceo",3
404,0.3612,Fri Jan 19 23:03:10 +0000 2018,0.0,0.839,0.161,@nytimes,"Heartier than chicken soup, this classic comfort dish is decidedly more stewlike https://t.co/IsLYdy9ZUW https://t.co/j8eejitCgl",4
405,0.1531,Fri Jan 19 22:48:03 +0000 2018,0.088,0.8,0.112,@nytimes,"RT @JulietMacur: Why is the United States Olympic Committee protecting USA Gymnastics? Whatever the reason, it’s time for it to stop.  http…",5
406,-0.4767,Fri Jan 19 22:32:03 +0000 2018,0.238,0.642,0.121,@nytimes,The model Harry Uzoka died shortly after being found injured from a stabbing. Another model and his friend were cha… https://t.co/FVQ5ZfQuXN,6
407,0.0,Fri Jan 19 22:16:12 +0000 2018,0.0,1.0,0.0,@nytimes,Facebook said it plans to prioritize high-quality news by allowing users to rank news sources they see as the most… https://t.co/R0Mf8KtkYW,7
408,0.0,Fri Jan 19 22:01:05 +0000 2018,0.0,1.0,0.0,@nytimes,"New York City’s MTA plans to spend close to $4 billion to buy hundreds of new subway trains, a major investment to… https://t.co/ocimSpqVQz",8
409,0.0,Fri Jan 19 21:46:03 +0000 2018,0.0,1.0,0.0,@nytimes,"For 30 years, black travelers navigating Jim Crow laws relied on “The Negro Motorist Green Book” to guide them safe… https://t.co/tBvQ7i9xT6",9
410,-0.0145,Fri Jan 19 21:31:07 +0000 2018,0.079,0.845,0.076,@nytimes,Journalists at The Los Angeles Times have overwhelmingly voted to form a union despite aggressive opposition from t… https://t.co/K371UMi4ke,10
411,-0.8519,Fri Jan 19 21:20:03 +0000 2018,0.341,0.659,0.0,@nytimes,A man who was arrested in December and charged with killing his mother and stepfather is now tied to 7 more killing… https://t.co/5Dp8YJKDS1,11
412,0.0,Fri Jan 19 21:10:13 +0000 2018,0.0,1.0,0.0,@nytimes,Read the preliminary report into the Las Vegas shooting https://t.co/JW5tdmOvxf,12
413,0.0,Fri Jan 19 21:00:05 +0000 2018,0.0,1.0,0.0,@nytimes,The Las Vegas police took the unusual step of releasing key details about the investigation into the shooting that… https://t.co/kysrkweBV2,13
414,-0.3182,Fri Jan 19 20:50:08 +0000 2018,0.113,0.887,0.0,@nytimes,Olympic gymnasts Aly Raisman and Jordyn Wieber echoed dozens who say they too are victims of Larry Nassar https://t.co/PsiLwAbKlf,14
415,-0.2732,Fri Jan 19 20:41:08 +0000 2018,0.11,0.89,0.0,@nytimes,"Senator Robert Menendez of New Jersey, a Democrat, will face a new trial on federal corruption charges. His initial… https://t.co/KyZ7Hexwar",15
416,0.0,Fri Jan 19 20:30:31 +0000 2018,0.0,1.0,0.0,@nytimes,One day your mind may fade. At least you’ll have a plan. https://t.co/MMMl38gu4T https://t.co/sRbMDlpEVU,16
417,-0.3071,Fri Jan 19 20:15:06 +0000 2018,0.111,0.889,0.0,@nytimes,"Trump’s vulgar comments may have horrified many Americans, but for Haitians in South Florida, it was nothing new https://t.co/MPaKLWNz9M",17
418,0.4404,Fri Jan 19 20:00:38 +0000 2018,0.131,0.636,0.233,@nytimes,"Modern Love: ""There is a meditative quality to being on a bicycle. You must focus on the chaos that seems to envelo… https://t.co/SWSc4ghvbA",18
419,-0.0516,Fri Jan 19 19:45:03 +0000 2018,0.079,0.921,0.0,@nytimes,Jacinda Ardern will be the first leader of New Zealand to take parental leave https://t.co/wzWfX3774n,19
420,0.1027,Fri Jan 19 23:53:09 +0000 2018,0.0,0.924,0.076,@nytimes,"Breaking News: Despite declaring Russia barred from the Winter Games, Olympic officials have cleared a path for hun… https://t.co/4iTluNGNCs",20
421,0.0,Fri Jan 19 23:48:07 +0000 2018,0.0,1.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/EW8bf6DnP7,21
422,-0.0772,Fri Jan 19 23:33:02 +0000 2018,0.12,0.773,0.107,@nytimes,Pope Francis broke with protocol and left his popemobile to comfort a policewoman who was thrown from her horse dur… https://t.co/RyXjbekThS,22
423,-0.4215,Fri Jan 19 23:18:04 +0000 2018,0.177,0.823,0.0,@nytimes,"Trump and Schumer end private talks with ""progress,’ but no deal. Latest updates: https://t.co/iKLZvvDceo",23
424,0.3612,Fri Jan 19 23:03:10 +0000 2018,0.0,0.839,0.161,@nytimes,"Heartier than chicken soup, this classic comfort dish is decidedly more stewlike https://t.co/IsLYdy9ZUW https://t.co/j8eejitCgl",24
425,0.1531,Fri Jan 19 22:48:03 +0000 2018,0.088,0.8,0.112,@nytimes,"RT @JulietMacur: Why is the United States Olympic Committee protecting USA Gymnastics? Whatever the reason, it’s time for it to stop.  http…",25
426,-0.4767,Fri Jan 19 22:32:03 +0000 2018,0.238,0.642,0.121,@nytimes,The model Harry Uzoka died shortly after being found injured from a stabbing. Another model and his friend were cha… https://t.co/FVQ5ZfQuXN,26
427,0.0,Fri Jan 19 22:16:12 +0000 2018,0.0,1.0,0.0,@nytimes,Facebook said it plans to prioritize high-quality news by allowing users to rank news sources they see as the most… https://t.co/R0Mf8KtkYW,27
428,0.0,Fri Jan 19 22:01:05 +0000 2018,0.0,1.0,0.0,@nytimes,"New York City’s MTA plans to spend close to $4 billion to buy hundreds of new subway trains, a major investment to… https://t.co/ocimSpqVQz",28
429,0.0,Fri Jan 19 21:46:03 +0000 2018,0.0,1.0,0.0,@nytimes,"For 30 years, black travelers navigating Jim Crow laws relied on “The Negro Motorist Green Book” to guide them safe… https://t.co/tBvQ7i9xT6",29
430,-0.0145,Fri Jan 19 21:31:07 +0000 2018,0.079,0.845,0.076,@nytimes,Journalists at The Los Angeles Times have overwhelmingly voted to form a union despite aggressive opposition from t… https://t.co/K371UMi4ke,30
431,-0.8519,Fri Jan 19 21:20:03 +0000 2018,0.341,0.659,0.0,@nytimes,A man who was arrested in December and charged with killing his mother and stepfather is now tied to 7 more killing… https://t.co/5Dp8YJKDS1,31
432,0.0,Fri Jan 19 21:10:13 +0000 2018,0.0,1.0,0.0,@nytimes,Read the preliminary report into the Las Vegas shooting https://t.co/JW5tdmOvxf,32
433,0.0,Fri Jan 19 21:00:05 +0000 2018,0.0,1.0,0.0,@nytimes,The Las Vegas police took the unusual step of releasing key details about the investigation into the shooting that… https://t.co/kysrkweBV2,33
434,-0.3182,Fri Jan 19 20:50:08 +0000 2018,0.113,0.887,0.0,@nytimes,Olympic gymnasts Aly Raisman and Jordyn Wieber echoed dozens who say they too are victims of Larry Nassar https://t.co/PsiLwAbKlf,34
435,-0.2732,Fri Jan 19 20:41:08 +0000 2018,0.11,0.89,0.0,@nytimes,"Senator Robert Menendez of New Jersey, a Democrat, will face a new trial on federal corruption charges. His initial… https://t.co/KyZ7Hexwar",35
436,0.0,Fri Jan 19 20:30:31 +0000 2018,0.0,1.0,0.0,@nytimes,One day your mind may fade. At least you’ll have a plan. https://t.co/MMMl38gu4T https://t.co/sRbMDlpEVU,36
437,-0.3071,Fri Jan 19 20:15:06 +0000 2018,0.111,0.889,0.0,@nytimes,"Trump’s vulgar comments may have horrified many Americans, but for Haitians in South Florida, it was nothing new https://t.co/MPaKLWNz9M",37
438,0.4404,Fri Jan 19 20:00:38 +0000 2018,0.131,0.636,0.233,@nytimes,"Modern Love: ""There is a meditative quality to being on a bicycle. You must focus on the chaos that seems to envelo… https://t.co/SWSc4ghvbA",38
439,-0.0516,Fri Jan 19 19:45:03 +0000 2018,0.079,0.921,0.0,@nytimes,Jacinda Ardern will be the first leader of New Zealand to take parental leave https://t.co/wzWfX3774n,39
440,0.0,Fri Jan 19 19:30:06 +0000 2018,0.0,1.0,0.0,@nytimes,"A shadow financial aid system known as “merit aid” exists, which is a form of discounting that has little to do wit… https://t.co/gxfxAZVcA2",40
441,-0.5574,Fri Jan 19 19:15:07 +0000 2018,0.153,0.847,0.0,@nytimes,"The decision to hear the case came almost a year after the first travel ban, issued a week after Trump took office,… https://t.co/icIirXUlwB",41
442,0.0772,Fri Jan 19 19:12:27 +0000 2018,0.147,0.653,0.2,@nytimes,"Breaking News: The Supreme Court will hear a challenge to President Trump’s latest travel ban, which puts limits on… https://t.co/sMqXZdk7du",42
443,-0.3818,Fri Jan 19 19:10:02 +0000 2018,0.207,0.691,0.102,@nytimes,"Senate Democrats appear ready to block any deal, gambling that Trump will have to offer concessions to avoid a shut… https://t.co/9S4yn66Rom",43
444,0.0,Fri Jan 19 18:55:07 +0000 2018,0.0,1.0,0.0,@nytimes,Trump's views on the border wall have shifted repeatedly since he raised the idea nearly 4 years ago https://t.co/d7wyY3SWCk,44
445,-0.5106,Fri Jan 19 18:40:15 +0000 2018,0.136,0.864,0.0,@nytimes,"“Dr. Nassar was not a doctor. He in fact is, was, and forever shall be a child molester, and a monster of a human b… https://t.co/gbgojH37mp",45
446,0.0,Fri Jan 19 18:25:05 +0000 2018,0.0,1.0,0.0,@nytimes,He traded a tortoise for a turtle. He got 6 months in jail. https://t.co/xGKAwfq4qe,46
447,0.0,Fri Jan 19 18:10:07 +0000 2018,0.0,1.0,0.0,@nytimes,"A look back at the events that lead to the brink of a government shutdown, with immigration and spending as the mai… https://t.co/3QJ82XYLoc",47
448,0.0,Fri Jan 19 17:55:09 +0000 2018,0.0,1.0,0.0,@nytimes,"Trump invited Senator Chuck Schumer, the Democratic leader, to the White House to reopen negotiations on a deal to… https://t.co/nrBvrfu3ib",48
449,-0.0516,Fri Jan 19 17:45:05 +0000 2018,0.087,0.833,0.079,@nytimes,"RT @nytvideo: What's next for Moira Donegan, the woman who created the spreadsheet of men in the media industry accused of sexual harassmen…",49
450,-0.4472,Fri Jan 19 17:35:13 +0000 2018,0.184,0.816,0.0,@nytimes,"Asking about citizenship could make the census less accurate, some fear. Here's why. https://t.co/eqKgWcSh2r",50
451,0.296,Fri Jan 19 17:20:12 +0000 2018,0.0,0.891,0.109,@nytimes,"Bill de Blasio eased his opposition to congestion pricing for Manhattan drivers, calling a Cuomo proposal “a step i… https://t.co/vnEEJTmbtb",51
452,0.6249,Fri Jan 19 17:06:03 +0000 2018,0.0,0.854,0.146,@nytimes,RT @monicadavey1: Midwesterners must see this: The view from the Great Lakes as ships try to get through the ice and beat the season's dead…,52
453,-0.1027,Fri Jan 19 16:55:12 +0000 2018,0.136,0.748,0.117,@nytimes,"Senate Democrats appear ready to block legislation to keep the government funded past midnight, gambling that Trump… https://t.co/6uRZ0CckLb",53
454,0.0,Fri Jan 19 16:40:14 +0000 2018,0.0,1.0,0.0,@nytimes,Breaking down who wants what in the standoff over a government shutdown https://t.co/HgaCtzYDCw,54
455,-0.8765,Fri Jan 19 16:25:06 +0000 2018,0.424,0.576,0.0,@nytimes,How bad is this year's flu season? Is this particular strain particularly dangerous? Answers to your questions abou… https://t.co/5MvUjmVBcM,55
456,0.3612,Fri Jan 19 16:10:04 +0000 2018,0.0,0.8,0.2,@nytimes,"Start the weekend with a smile, or at least a lighter heart https://t.co/9mYUxv34el",56
457,-0.296,Fri Jan 19 16:00:30 +0000 2018,0.095,0.905,0.0,@nytimes,RT @nytvideo: Moira Donegan started a spreadsheet to record men in the media industry accused of sexual misconduct. We spoke about why she…,57
458,-0.8519,Fri Jan 19 15:45:13 +0000 2018,0.304,0.696,0.0,@nytimes,Baltimore has fired its police commissioner for the second time in 3 years after the highest murder rate in city hi… https://t.co/q3UdLV25Vz,58
459,0.0,Fri Jan 19 15:30:02 +0000 2018,0.0,1.0,0.0,@nytimes,Trump canceled plans to travel to Florida and will stay in Washington until a spending bill is passed. Follow our l… https://t.co/jvsqhOGdsR,59
460,0.0,Fri Jan 19 15:15:25 +0000 2018,0.0,1.0,0.0,@nytimes,The daughter who escaped did not understand what the officers meant when they asked if there was medication in the… https://t.co/8nZEogqf0w,60
461,0.0,Fri Jan 19 15:00:31 +0000 2018,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/nQ47f5WPTn https://t.co/GAkchYWdzy,61
462,0.3384,Fri Jan 19 14:44:04 +0000 2018,0.106,0.721,0.173,@nytimes,"""There is no sport more fun to write about in an Olympic year,"" Jeré Longman writes https://t.co/FgLAeAa86Y",62
463,0.0,Fri Jan 19 14:15:08 +0000 2018,0.0,1.0,0.0,@nytimes,President Trump's views on the border wall have shifted repeatedly since he raised the idea nearly 4 years ago https://t.co/YtGOrXE5io,63
464,0.0,Fri Jan 19 13:59:04 +0000 2018,0.0,1.0,0.0,@nytimes,"""They said, 'You look shaken,' and I said I was,"" Richard Durbin said. ""After you have been in politics as long I h… https://t.co/tH4eBo27U3",64
465,0.0,Fri Jan 19 13:51:03 +0000 2018,0.0,1.0,0.0,@nytimes,Jimmy Kimmel leaped back into the debate over health policy on Thursday. Our late-night roundup: https://t.co/SIIleYN0Mx,65
466,-0.7003,Fri Jan 19 13:41:39 +0000 2018,0.34,0.547,0.113,@nytimes,Pope Francis has accused abuse victims in Chile of slandering a bishop who they say protected a pedophile priest https://t.co/7MAqxPMiCb,66
467,0.296,Fri Jan 19 13:31:04 +0000 2018,0.0,0.879,0.121,@nytimes,"The reclusive Italian author Elena Ferrante will join The Guardian as a weekly columnist, the newspaper announced https://t.co/L6UmkVqVQD",67
468,-0.6369,Fri Jan 19 13:15:09 +0000 2018,0.259,0.741,0.0,@nytimes,"McKayla Maroney, describing sexual abuse, calls Larry Nassar a ""monster of a human being"" https://t.co/GQn4UFElIb",68
469,0.0,Fri Jan 19 13:00:30 +0000 2018,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/JpNwazhLa2 https://t.co/AN3Rkt2fen,69
470,0.0,Fri Jan 19 12:45:01 +0000 2018,0.0,1.0,0.0,@nytimes,"The Senate is heading toward a showdown vote on Friday on legislation to keep the government open past midnight, an… https://t.co/8PGeQ2uV44",70
471,-0.1779,Fri Jan 19 12:30:16 +0000 2018,0.203,0.65,0.146,@nytimes,Opinion: Here's another fine mess they've gotten us into https://t.co/jIV0vM2qWA,71
472,0.0,Fri Jan 19 12:15:11 +0000 2018,0.0,1.0,0.0,@nytimes,"Jacinda Ardern said she was ""not the first woman to multitask"" https://t.co/hNzsOAU4Lo",72
473,-0.2023,Fri Jan 19 12:00:07 +0000 2018,0.101,0.899,0.0,@nytimes,Senator Richard Durbin discusses how President Trump’s racially charged comments led to a showdown over keeping the… https://t.co/AlHdITYfIX,73
474,0.7003,Fri Jan 19 11:46:03 +0000 2018,0.0,0.756,0.244,@nytimes,"President Trump was convinced by a string of allies and friends that his chief of staff, John Kelly, had undermined… https://t.co/MBCmqKL8LE",74
475,0.0,Fri Jan 19 11:30:05 +0000 2018,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/hoaQ24iCDL https://t.co/i6oQUNE0s1,75
476,-0.5574,Fri Jan 19 11:15:09 +0000 2018,0.194,0.806,0.0,@nytimes,North Korea has increasingly turned to illegal clandestine shipments to acquire the fuel it needs https://t.co/y4t0Y6QM5J,76
477,-0.9022,Fri Jan 19 10:59:03 +0000 2018,0.446,0.554,0.0,@nytimes,The California parents accused of holding captive their 13 children were charged with torture and abuse. They could… https://t.co/SYrE7FZlQb,77
478,-0.4404,Fri Jan 19 10:44:08 +0000 2018,0.153,0.847,0.0,@nytimes,Mass arrests in Italy provided a glimpse into the extensive economic tentacles of Chinese gangsters in Europe https://t.co/m7T6lLVBa4,78
479,0.0,Fri Jan 19 10:30:08 +0000 2018,0.0,1.0,0.0,@nytimes,"The journalist who started #BalanceTonPorc, France’s equivalent of the #MeToo campaign, is being sued for defamation https://t.co/kltxMFTkex",79
480,0.4019,Fri Jan 19 10:15:03 +0000 2018,0.0,0.881,0.119,@nytimes,Indian developers are promising to fly the first 100 buyers in a new Trump Towers project to New York for a sit-dow… https://t.co/8nRBgb8u22,80
481,-0.4215,Fri Jan 19 10:00:07 +0000 2018,0.179,0.714,0.107,@nytimes,"RT @nytimesworld: Roy Bennett, a white politician in Zimbabwe who emerged as a formidable member of the opposition party, was killed Wednes…",81
482,-0.6908,Fri Jan 19 09:45:09 +0000 2018,0.251,0.749,0.0,@nytimes,"Video: Moira Donegan, who started a spreadsheet of men in the media industry accused of sexual harassment, spoke ab… https://t.co/O45iffgJYh",82
483,0.7003,Fri Jan 19 09:30:05 +0000 2018,0.055,0.664,0.281,@nytimes,Theresa May agreed to pay an additional $62 million to help reinforce security around the French port city of Calais https://t.co/PcMTTSnCCO,83
484,0.0,Fri Jan 19 09:17:03 +0000 2018,0.0,1.0,0.0,@nytimes,The world in 2017 saw some of the highest average surface temperatures ever recorded https://t.co/CCtrF5UlJg,84
485,0.5106,Fri Jan 19 09:00:21 +0000 2018,0.0,0.798,0.202,@nytimes,"Video: A drone dropped a ""rescue pod"" into waters south of Brisbane, saving two swimmers https://t.co/lIRdZZM1jo",85
486,0.0,Fri Jan 19 08:59:07 +0000 2018,0.0,1.0,0.0,@nytimes,"Jacinda Ardern, who became New Zealand’s prime minister in October, announced that she was expecting her first chil… https://t.co/nfbwr8BxJK",86
487,0.6361,Fri Jan 19 08:47:03 +0000 2018,0.0,0.84,0.16,@nytimes,"RT @nixonron: Is it a fence or a wall? $4 billion or $20 billion. A solar wall or one with a ‘big, very beautiful door.’ President Trump’s…",87
488,-0.836,Fri Jan 19 08:32:08 +0000 2018,0.305,0.695,0.0,@nytimes,"After many long years of abuse, a stunted teenage girl who had grown up in a household of unimaginable horrors made… https://t.co/xVJFjqwjNj",88
489,0.4019,Fri Jan 19 08:17:07 +0000 2018,0.0,0.881,0.119,@nytimes,"RT @nytopinion: Those in favor of selective admission to our country should heed the lessons of a century ago, writes @BretStephensNYT http…",89
490,0.7003,Fri Jan 19 08:02:03 +0000 2018,0.0,0.756,0.244,@nytimes,"President Trump was convinced by a string of allies and friends that his chief of staff, John Kelly, had undermined… https://t.co/9LquobPYmw",90
491,-0.3182,Fri Jan 19 07:47:05 +0000 2018,0.126,0.874,0.0,@nytimes,"This small town in Mexico fought off cartels and established self-rule. Is it utopia, or warlordism? https://t.co/gmMKZAc3N0",91
492,0.0,Fri Jan 19 07:32:03 +0000 2018,0.0,1.0,0.0,@nytimes,"The flashy new condo towers in India carry the name Trump. And if you buy one, you may get to meet one. https://t.co/07pW4vmwaj",92
493,0.0,Fri Jan 19 07:32:02 +0000 2018,0.0,1.0,0.0,@nytimes,RT @maggieNYT: The Trump-Kelly flap was short-lived. Whether it marks a beginning of a permanent change in relationship is TBD https://t.co…,93
494,0.0,Fri Jan 19 07:17:05 +0000 2018,0.0,1.0,0.0,@nytimes,"One of the ""silence breakers"" Time magazine named person of the year for 2017 is being sued for defamation https://t.co/dDn71Jdsaq",94
495,0.3612,Fri Jan 19 07:02:05 +0000 2018,0.0,0.828,0.172,@nytimes,"Britain and France agree on key issues (but not Brexit, of course) https://t.co/syBtpFsnoU",95
496,0.0,Fri Jan 19 06:47:03 +0000 2018,0.0,1.0,0.0,@nytimes,"RT @jennymedina: “Someone must have seen something. Someone must have notice something,” the DA pleads. “We need your help.”  https://t.co/…",96
497,-0.7003,Fri Jan 19 06:32:02 +0000 2018,0.34,0.547,0.113,@nytimes,Pope Francis accused sexual abuse victims in Chile of slandering a bishop who they say protected a pedophile priest https://t.co/6D4iJ9xAaE,97
498,0.0,Fri Jan 19 06:18:05 +0000 2018,0.0,1.0,0.0,@nytimes,"President Trump said China was ""caught RED HANDED"" aiding North Korea. The reality was more complicated. https://t.co/na9H2oTPaF",98
499,0.25,Fri Jan 19 06:03:06 +0000 2018,0.105,0.757,0.138,@nytimes,"RT @nytopinion: ""My greatest fear is that my husband will be sent back to Trinidad, where he has not lived for over 25 years."" https://t.co…",99
